Loan Date,Loan Time,Return Date,Return Time,Due Date,Barcode,User ID Encryption,Patron Id,Patron Group,Item Policy,Policy Name,Description,Library Name
2023-02-22,14:41:03,2023-02-22,17:59:39,2023-03-01,MP189,5A8EB4E8DACE7979792AA4548AB55E5B54173DDB,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-LTL-04,Campus Library Instructional Computing Commons
2023-02-22,14:48:39,2023-02-28,09:19:24,2023-03-01,MP133,3EF4CDAB4BDB9F84A77A1B50D56E7BB426416D64,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-PC1-09,Campus Library Instructional Computing Commons
2023-02-22,14:50:39,2023-02-22,15:56:49,2023-02-22,MACUSBC23,36F0FB57D5A73B43828431DDC79BECAB2A48A371,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-06,Campus Library Instructional Computing Commons
2023-02-22,14:52:58,2023-02-27,08:29:05,2023-03-01,HP140,6089ABFE431F72A68A9A3233525B3F0F3019BBD4,-1,UCLA Graduate,CLICC Chromebook,1 Week,WL-PC2-29,Campus Library Instructional Computing Commons
2023-02-22,14:53:52,2023-02-22,17:47:00,2023-02-22,HPUSBC12,7B511A51F7C71F51897D8B6080AE3BEF199D7E36,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,SEL/EMS
2023-02-22,15:00:26,2023-03-08,15:08:01,2023-03-08,CLICC-ML-2048,6C2C4E21343BCF043480F91DC2163AC5980BF219,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CLICC-ML-2048,Campus Library Instructional Computing Commons
2023-02-22,15:03:31,2023-03-09,18:16:10,2023-03-08,CLICC-MM-058,022587B333CD78EBFB786B778BC5236506F8E95F,-1,UCLA Undergrad,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-02-22,15:09:23,2023-02-22,18:53:22,2023-02-22,MACUSBC25,4E7691C10B4A4D02484B06EBB3EF2CF5F0F72C8F,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-08,Campus Library Instructional Computing Commons
2023-02-22,15:11:17,2023-02-23,09:58:20,2023-02-22,CALC09,11B1575DEEA56C4F45A9C82C9790CEC670F3B6EB,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:17:21,2023-02-27,15:23:54,2023-03-01,CLICC-ML-0107,FDAAACD7FA2922468303CB08AB3854A049ECDA70,-1,UCLA Graduate,CLICC Chromebook,1 Week,ITS MacBook 32,Campus Library Instructional Computing Commons
2023-02-22,15:18:46,2023-02-22,17:47:34,2023-02-22,IPHONE48,CC460D8A8B405EE74D612F3546E1D3D575E37E20,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-04,Campus Library Instructional Computing Commons
2023-02-22,15:18:49,2023-02-22,17:47:36,2023-02-22,WALLADPT49,CC460D8A8B405EE74D612F3546E1D3D575E37E20,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:19:31,2023-03-07,13:12:11,2023-03-01,MP171,CA4B48600778944890F2E64E7E2BDFA304D60226,-1,UCLA Graduate,CLICC Chromebook,1 Week,ML-CMM-11,Campus Library Instructional Computing Commons
2023-02-22,15:21:15,2023-02-22,17:49:49,2023-02-22,WALLADPT33,C522A76DB4295E48711EA846F5008EC4BCBB028B,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:23:53,2023-02-22,16:54:58,2023-02-22,IPHONE44,01729C3B3BC5E3901CCA5B4BAEDDE007B2854EDA,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:23:55,2023-02-22,16:54:55,2023-02-22,WALLADPT42,01729C3B3BC5E3901CCA5B4BAEDDE007B2854EDA,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:25:27,2023-02-23,13:52:31,2023-03-01,HP-155,884C7CED89D0FC546305AD82CFCBA921693AD82B,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-LAB-04,Campus Library Instructional Computing Commons
2023-02-22,15:25:38,2023-02-22,15:27:00,2023-02-22,OLDMACCHRG06,11B1575DEEA56C4F45A9C82C9790CEC670F3B6EB,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,MAGL-BOE-01,SEL/EMS
2023-02-22,15:33:35,2023-02-22,19:17:55,2023-02-22,CALC11,B309BD911BDA691F3291C3336B74573B105BBB71,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,15:36:45,2023-03-06,12:03:48,2023-03-01,MP043,627541F1B67E966AFD3200F90F97737E963F2349,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-YRL-02,Campus Library Instructional Computing Commons
2023-02-22,15:52:42,2023-03-02,16:53:57,2023-03-08,CLICC-ML-2057,C39FBC0D5D9D4F10C86FE09C2704371650E6C309,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CLICC-ML-2057,Campus Library Instructional Computing Commons
2023-02-22,15:53:52,2023-03-07,12:31:49,2023-03-08,MP164,42837287F3613F67840A158A109DD1DD0688CA8C,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-CMM-04,Campus Library Instructional Computing Commons
2023-02-22,15:54:33,2023-02-28,15:35:32,2023-03-01,HP-132,E8623157E83FC7DE49707E86CAF3FD79CB63A431,-1,UCLA Academic,CLICC Chromebook,1 Week,WL-PC2-21,Campus Library Instructional Computing Commons
2023-02-22,15:56:18,2023-02-22,16:14:59,2023-02-22,MACCHRG53,CA89407987571372F9E78D87C6C1FF2C818C76F1,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,MAGT-POW-07,Campus Library Instructional Computing Commons
2023-02-22,15:57:11,2023-03-05,10:54:18,2023-03-08,HP010,5DEA11599765F9004D3D1D0D5DC9FE873892DB0C,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-BIO-10,Campus Library Instructional Computing Commons
2023-02-22,15:57:55,2023-03-08,16:26:35,2023-03-08,CLICC-ML-0121,A3345640E652FA9769C2C27BC15457958BC5CE30,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 46,Campus Library Instructional Computing Commons
2023-02-22,16:05:08,2023-02-22,19:22:59,2023-02-22,CALC21,2943BA836F5555A60177BCCF5D5C40BD80D32971,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,,SEL/EMS
2023-02-22,16:15:45,2023-02-27,11:39:48,2023-03-01,MP180,B81879776DD71C3F90C458B99D478F7E6E8A7B29,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-CMM-20,Campus Library Instructional Computing Commons
2023-02-22,16:17:32,2023-03-06,10:33:13,2023-03-06,HP-128,FFB0A1F9858536051D9EC9A405AD3A9C075C645F,-1,UCLA Graduate,CLICC Chromebook,1 Week,WL-PC2-17,Campus Library Instructional Computing Commons
2023-02-22,16:20:06,2023-03-07,15:44:44,2023-03-01,CBK403,CFEFCAC7474BB2134F09A0265938C988C38F4249,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-CLICC-154,Campus Library Instructional Computing Commons
2023-02-22,16:22:23,2023-02-22,16:23:03,2023-02-22,WALLADPT37,744E1C7FDADF055C4442DFFA79AB222AD1B5332F,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,16:22:31,2023-02-22,16:23:06,2023-02-22,IPHONE31,744E1C7FDADF055C4442DFFA79AB222AD1B5332F,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-07,Campus Library Instructional Computing Commons
2023-02-22,16:30:14,2023-02-22,17:01:05,2023-02-22,WALLADPT41,83490F061FAF0370F9A251B56ECA6E4298E2F01C,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,16:30:18,2023-02-22,17:01:01,2023-02-22,IPHONE54,83490F061FAF0370F9A251B56ECA6E4298E2F01C,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-10,Campus Library Instructional Computing Commons
2023-02-22,16:35:53,2023-02-22,19:44:03,2023-02-22,MACUSBC23,59806E177DF44A6C2B9C86117C86A932E2FA9A01,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-06,Campus Library Instructional Computing Commons
2023-02-22,16:37:34,2023-03-09,12:06:46,2023-03-08,CLICC-ML-2013,14758F9A83E161EA20EEBB9B3A190B4F7E832180,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CLICC-ML-2013,Campus Library Instructional Computing Commons
2023-02-22,16:43:00,2023-02-22,17:31:25,2023-02-22,IPHONE20,95DA68316BA4867BC73022E407743AE5E9E41B1D,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-04,SEL/EMS
2023-02-22,16:53:31,2023-02-22,19:25:34,2023-02-22,OMNI43,51E23D782C4055B6632F4A5CF33EB8728D7CBB5C,-1,UCLA Graduate,CLICC Omnicharge,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,16:53:59,2023-02-22,19:25:32,2023-02-22,IPHONE34,51E23D782C4055B6632F4A5CF33EB8728D7CBB5C,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-10,Campus Library Instructional Computing Commons
2023-02-22,17:00:33,2023-02-22,19:26:23,2023-02-22,CALC04,AFC86AB57F05996A1229F4DA71661ADC7648BE9F,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,CAL-POW-03,Campus Library Instructional Computing Commons
2023-02-22,17:02:52,2023-02-22,17:36:12,2023-02-22,WALLADPT04,7B50DE4023EDA379AB04FB5CF7DB8BE792EA7258,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-02,SEL/EMS
2023-02-22,17:02:54,2023-02-22,17:36:14,2023-02-22,IPHONE17,7B50DE4023EDA379AB04FB5CF7DB8BE792EA7258,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-01,SEL/EMS
2023-02-22,17:04:56,2023-02-22,18:43:05,2023-02-22,OMNI42,E37F31292AA21559DDCBB321B254BDD003E5B017,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,17:05:00,2023-02-22,17:56:36,2023-02-22,MACUSBC07,DCABA444EAFEAA364A3FBD6A6FEACF085653539C,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-03,Campus Library Instructional Computing Commons
2023-02-22,17:17:30,2023-02-22,19:18:47,2023-02-22,CALC10,37A64EB73221ABB9D5E04DBC2507AF964B306F3B,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,17:20:05,2023-02-23,11:01:30,2023-03-01,CLICC-MM-0231,617CD706615FE7E1ED046EB489A31042E1E606B0,-1,UCLA Law Grad,CLICC Chromebook,1 Week,ITS iPad 265,Campus Library Instructional Computing Commons
2023-02-22,17:23:38,2023-02-22,17:51:33,2023-02-22,MACUSBC09,426EF51D600602A397099245069784225698DCF6,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-05,Campus Library Instructional Computing Commons
2023-02-22,17:23:56,2023-02-22,18:39:47,2023-02-22,WALLADPT42,776DB74E83D022995D6EE2901BA5DF216D984954,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,17:24:01,2023-02-22,18:39:52,2023-02-22,IPHONE44,776DB74E83D022995D6EE2901BA5DF216D984954,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,17:34:23,2023-02-22,18:43:19,2023-03-01,CBK209,224B463E0CBD1C9396A269D10AC2E9FFE98C5E88,-1,UCLA Graduate,CLICC Chromebook,1 Week,CBK-BIO-20,Biomed Library
2023-02-22,17:39:43,2023-02-22,18:25:25,2023-02-22,IPHONE57,041E700BB76411C0EE232B23AC4648F00226F27A,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BIO-01,Biomed Library
2023-02-22,17:41:22,2023-02-22,19:25:23,2023-02-22,OMNI02,4BD8DA95ECA79F338A193CF4614B82B283B7F75A,-1,UCLA Graduate,CLICC Omnicharge,CLICC 6 Hour Loan Period,OMN-BIO-02,Biomed Library
2023-02-22,17:42:16,2023-03-23,10:32:55,2023-03-24,CLICC-MM-0217,51B81FB00B0D4C327C2D3CC9FA232FC98C273061,-1,UCLA Graduate,CLICC Chromebook,1 Week,ITS iPad 272,Campus Library Instructional Computing Commons
2023-02-22,17:45:10,2023-02-24,13:06:46,2023-02-22,MACUSBC05,080569051964446248C9DB1BC8C99BF5C3286BD1,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-01,Campus Library Instructional Computing Commons
2023-02-22,17:51:10,2023-02-28,09:41:54,2023-03-01,HP154,6FB21D8688E0F448045FF5A43AE2ED7F19DB08C6,-1,UCLA Graduate,CLICC Chromebook,1 Week,WL-LAB-03,Campus Library Instructional Computing Commons
2023-02-22,18:26:02,2023-02-22,18:30:50,2023-02-22,WALLADPT07,4CBCC1FF2247710E0F735A4220CCADBA145616AD,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-05,SEL/EMS
2023-02-22,18:26:05,2023-02-22,19:56:09,2023-02-22,HDST04,4CBCC1FF2247710E0F735A4220CCADBA145616AD,-1,UCLA Undergrad,CLICC Headset,CLICC 6 Hour Loan Period,HDS-BOE-04,SEL/EMS
2023-02-22,18:26:26,2023-02-22,19:56:25,2023-02-22,OMNI18,4CBCC1FF2247710E0F735A4220CCADBA145616AD,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,OMN-BOE-08,SEL/EMS
2023-02-22,18:30:33,2023-02-22,19:56:22,2023-02-22,HPUSBC12,4CBCC1FF2247710E0F735A4220CCADBA145616AD,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,SEL/EMS
2023-02-22,18:48:54,2023-02-22,19:42:01,2023-02-22,MACUSBC20,AE2B32A8A8C0D2656439DAB22F9009D95C34A55C,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-03,Campus Library Instructional Computing Commons
2023-02-22,20:15:00,2023-02-22,23:47:40,2023-02-22,WALLADPT41,9A9AC166CF5E4D97FFB89260157BC284374BCBBE,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-22,20:15:03,2023-02-22,23:47:42,2023-02-22,IPHONE52,9A9AC166CF5E4D97FFB89260157BC284374BCBBE,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-08,Campus Library Instructional Computing Commons
2023-02-22,20:27:06,2023-02-22,20:27:42,2023-02-22,IPHONE34,44118C175EC06BA8EEDC89DDF4DFD70C67B70988,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-10,Campus Library Instructional Computing Commons
2023-02-22,20:27:08,2023-02-22,20:27:38,2023-02-22,WALLADPT49,44118C175EC06BA8EEDC89DDF4DFD70C67B70988,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,07:49:23,2023-02-23,08:16:52,2023-02-23,IPHONE57,194DC0CB6D589CDA6CBED2F8CE4C53F2EF1975E9,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BIO-01,Biomed Library
2023-02-23,07:49:36,2023-02-23,08:16:49,2023-02-23,WALLADPT20,194DC0CB6D589CDA6CBED2F8CE4C53F2EF1975E9,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BIO-04,Biomed Library
2023-02-23,08:51:43,2023-02-23,11:52:45,2023-02-23,HPUSBC12,7FF9DBDB6E86A9D37DD1BC2574B0BB7113DAFEC8,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,SEL/EMS
2023-02-23,09:16:47,2023-02-23,15:25:48,2023-02-23,WALLADPT33,8812B69606D2E0383604E0696C7C62B7A866C3AD,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,09:16:53,2023-02-23,15:25:42,2023-02-23,IPHONE35,8812B69606D2E0383604E0696C7C62B7A866C3AD,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-11,Campus Library Instructional Computing Commons
2023-02-23,09:20:17,2023-03-09,12:18:48,2023-03-09,CLICC-ML-2063,E9405079C095862D2C6099B74DCBF19930D4D040,-1,UCLA Graduate,CLICC Chromebook,1 Week,CLICC-ML-2063,Campus Library Instructional Computing Commons
2023-02-23,09:39:28,2023-02-23,09:39:50,2023-02-23,WALLADPT29,83F6BDAE22336CB667F4C51A55F738DE7AF8EB9D,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,09:39:33,2023-02-23,13:59:42,2023-02-23,IPHONE33,83F6BDAE22336CB667F4C51A55F738DE7AF8EB9D,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-09,Campus Library Instructional Computing Commons
2023-02-23,09:48:50,2023-02-23,11:34:56,2023-03-02,CBK230,FA66FED751CC7CF85070136E1341FCA4C286D8D9,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CBK-GEO-01,SEL/Geology
2023-02-23,09:50:12,2023-02-23,14:45:11,2023-02-23,MACUSBC25,C4F15BB31ED0E519C9B0A46803DC6916D7A6BF7E,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-08,Campus Library Instructional Computing Commons
2023-02-23,09:56:58,2023-02-23,14:44:42,2023-02-23,WALLADPT44,911B820B542852905E7EDA3E2ACB302F5CDEDB28,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,09:57:02,2023-02-23,10:59:07,2023-02-23,MACUSBC23,911B820B542852905E7EDA3E2ACB302F5CDEDB28,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-06,Campus Library Instructional Computing Commons
2023-02-23,09:57:09,2023-02-23,10:59:05,2023-02-23,IPHONE52,911B820B542852905E7EDA3E2ACB302F5CDEDB28,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-08,Campus Library Instructional Computing Commons
2023-02-23,10:27:34,2023-02-23,12:22:24,2023-02-23,MACUSBC07,E43F8C4B767E26E4DB09BC0E4FD1B95CB89B3E0E,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-YRL-03,Campus Library Instructional Computing Commons
2023-02-23,10:34:30,2023-03-09,14:56:19,2023-03-09,MP151,A4F70197267BB242E4379474CF7822EBEC4657AD,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-PC1-27,Campus Library Instructional Computing Commons
2023-02-23,10:37:04,,,2023-03-02,CLICC-MM-0194,,9401385950006533,UCLA Graduate,CLICC Chromebook,1 Week,ITS iPad 318,Campus Library Instructional Computing Commons
2023-02-23,10:38:37,2023-03-09,17:51:23,2023-03-09,MP148,59325243020D5AEB3240CAAFC617A841F31F25FF,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ML-PC1-24,Campus Library Instructional Computing Commons
2023-02-23,10:49:58,2023-03-09,11:56:44,2023-03-09,HP007,06275DE36B4867275A00F1C45FFE47140E7FD63E,-1,UCLA Undergrad,CLICC Chromebook,1 Week,WL-BIO-07,Campus Library Instructional Computing Commons
2023-02-23,10:55:52,2023-02-23,11:18:02,2023-02-23,WALLADPT07,43032ACEE789F6095A4C00D433118321A0D09DC3,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-BOE-05,SEL/EMS
2023-02-23,10:56:09,2023-02-27,15:30:12,2023-02-23,IPHONE21,43032ACEE789F6095A4C00D433118321A0D09DC3,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-BOE-05,SEL/EMS
2023-02-23,11:01:48,2023-03-10,13:23:47,2023-03-09,CLICC-MM-0224,617CD706615FE7E1ED046EB489A31042E1E606B0,-1,UCLA Law Grad,CLICC Chromebook,1 Week,ITS iPad 286,Campus Library Instructional Computing Commons
2023-02-23,11:02:19,2023-02-23,15:55:42,2023-02-23,MACUSBC23,61826808E625196E92C4581A40F49ECEDC15AB53,-1,UCLA Graduate,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-06,Campus Library Instructional Computing Commons
2023-02-23,11:03:00,2023-03-09,08:16:11,2023-03-09,CLICC-MM-061,46E4C532AC6CFE4B44E65EB4A2707ECB28CA8E8E,-1,UCLA Graduate,CLICC Chromebook,1 Week,,Campus Library Instructional Computing Commons
2023-02-23,11:04:38,2023-02-23,16:51:06,2023-02-23,MACCHRG53,9886A1C83FA5C68D4DC007CF47301040AEBA6A89,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,MAGT-POW-07,Campus Library Instructional Computing Commons
2023-02-23,11:06:35,2023-02-23,13:21:54,2023-02-23,UHDMI10,4E25BBAD3BFEB940E56CC82F3EE4ABA112AF910A,-1,UCLA Graduate,CLICC Input/Output Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,11:06:35,2023-02-23,13:40:21,2023-02-23,MACUSBC20,23934D17F6E71F940474ED16E40CA1017E1BEDB0,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,USBC-POW-03,Campus Library Instructional Computing Commons
2023-02-23,11:06:44,2023-02-23,13:21:57,2023-02-23,HDMIC20,4E25BBAD3BFEB940E56CC82F3EE4ABA112AF910A,-1,UCLA Graduate,CLICC Display Cable,CLICC 6 Hour Loan Period,HDMC-YRL-12,Campus Library Instructional Computing Commons
2023-02-23,11:18:09,2023-02-23,13:29:13,2023-02-23,CBK013,AB5A231FB89D2BDA53CE5825A9CECDA40542FD48,-1,Access Only,CLICC Chromebook,No Due Date - Non-circulatable,CBK-013,Powell Library
2023-02-23,11:37:57,2023-02-23,14:43:58,2023-02-23,WALLADPT41,C0F07C8292DD6CC363BE5FDF1F05CD4EC38BC23F,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,11:38:00,2023-02-23,14:43:59,2023-02-23,IPHONE52,C0F07C8292DD6CC363BE5FDF1F05CD4EC38BC23F,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-08,Campus Library Instructional Computing Commons
2023-02-23,11:51:48,2023-02-23,14:04:01,2023-03-02,CBK096,1D9BB79F9630178F8B0C18732A2C29EEE2F522C5,-1,UCLA Undergrad,CLICC Chromebook,1 Week,CYRL-22,Campus Library Instructional Computing Commons
2023-02-23,11:54:26,,,2023-03-09,CLICC-ML-2087,,5569745740006533,UCLA Undergrad,CLICC Chromebook,1 Week,CLICC-ML-2087,Campus Library Instructional Computing Commons
2023-02-23,11:59:13,2023-02-23,11:59:34,2023-02-23,WALLADPT12,27727BA6328D69F867C31DD4EFC4864367313452,-1,UCLA Undergrad,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,ADP-POW-01,Campus Library Instructional Computing Commons
2023-02-23,11:59:17,2023-02-23,12:23:20,2023-02-23,IPHONE34,27727BA6328D69F867C31DD4EFC4864367313452,-1,UCLA Undergrad,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-10,Campus Library Instructional Computing Commons
2023-02-23,12:00:21,2023-03-08,11:39:11,2023-03-08,CLICC-ML-2086,1B27A1AAE84A33F75A5606860C4EAAA49C6A1EAA,-1,UCLA Graduate,CLICC Chromebook,1 Week,CLICC-ML-2086,Campus Library Instructional Computing Commons
2023-02-23,12:06:13,2023-03-09,18:07:36,2023-03-09,CLICC-ML-0076,F4F5FD2872660AA36B44D705E50BDEE1FD7E2789,-1,UCLA Undergrad,CLICC Chromebook,1 Week,ITS MacBook 175,Campus Library Instructional Computing Commons
2023-02-23,12:07:21,2023-02-23,19:23:14,2023-02-23,HPUSBC05,3F2AC813C1B8717F009C3CB1D98F75579A46DB50,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,HPUS-BOE-05,SEL/EMS
2023-02-23,12:10:18,2023-02-23,13:55:52,2023-03-02,MP022,8EE5129446CD79D8F537B952FBF71B0C0FDBC5E8,-1,UCLA Graduate,CLICC Chromebook,1 Week,ML-RC1-01,Campus Library Instructional Computing Commons
2023-02-23,12:11:55,2023-02-23,12:37:19,2023-02-23,WALLADPT48,97C6AC9CBB6909A8CD524AF0749F928B2B3E77E9,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,12:11:58,2023-02-23,12:37:22,2023-02-23,IPHONE54,97C6AC9CBB6909A8CD524AF0749F928B2B3E77E9,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-POW-10,Campus Library Instructional Computing Commons
2023-02-23,12:16:13,2023-02-23,13:48:54,2023-02-23,CALC09,808710E286679F02FF878E40F5ED486ECEDD6462,-1,UCLA Undergrad,CLICC Calculator,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,12:25:44,2023-02-23,14:45:13,2023-02-23,ANKER10,20105C88AA4FB9EE53E3B425AA55FD295823DADE,-1,UCLA Undergrad,CLICC Omnicharge,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,12:29:02,2023-02-23,14:44:11,2023-02-23,MACUSBC30,C0F07C8292DD6CC363BE5FDF1F05CD4EC38BC23F,-1,UCLA Undergrad,CLICC Laptop Charger,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,12:31:18,2023-02-23,13:50:51,2023-03-02,CLICC-ML-0139,AAD0AB4A70D3D38FF17EDDF95600D94846355513,-1,UCLA Graduate,CLICC Chromebook,1 Week,ITS MacBook 122,Campus Library Instructional Computing Commons
2023-02-23,12:32:57,2023-02-23,14:55:33,2023-02-23,WALLADPT42,5D3877ECDFA336258E9A148584A01CAE038FD980,-1,UCLA Graduate,CLICC USB Wall Adapter,CLICC 6 Hour Loan Period,,Campus Library Instructional Computing Commons
2023-02-23,12:32:59,2023-02-23,14:55:35,2023-02-23,IPHONE34,5D3877ECDFA336258E9A148584A01CAE038FD980,-1,UCLA Graduate,CLICC Phone Cable,CLICC 6 Hour Loan Period,IPH-YRL-10,Campus Library Instructional Computing Commons
